source,degeneracy_id,formula,is_ring,used_in_objective,log_P_exist,P_exist,individual_loss,C#C,C-C,C-O,C=C,C=O,O-O,O=O,C#O
positive,C6H13O2_001,C6H13O2,False,True,-0.31292270707596226,0.7313064351971983,0.0721962317664374,0,5,1,0,0,1,0,0
positive,C6H13O2_002,C6H13O2,False,True,-0.31292270707596226,0.7313064351971983,0.0721962317664374,0,5,1,0,0,1,0,0
positive,C6H13O4_001,C6H13O4,False,True,-0.40949736206988974,0.6639839097723347,0.11290681289188652,0,5,2,0,0,2,0,0
positive,C6H13O_001,C6H13O,False,True,-0.2590710097594734,0.7717682180223499,0.05208974630469363,0,5,1,0,0,0,0,0
positive,C6H13_001,C6H13,False,True,-0.21634805208203484,0.8054549128219207,0.03784779094512647,0,5,0,0,0,0,0,0
positive,C6H14O2_001,C6H14O2,False,True,-0.31292270707596226,0.7313064351971983,0.0721962317664374,0,5,1,0,0,1,0,0
positive,C6H14_001,C6H14,False,True,-0.21634805208203484,0.8054549128219207,0.03784779094512647,0,5,0,0,0,0,0,0
positive,C6H9O_001,C6H9O,False,True,-0.2357943221748628,0.7899431310104892,0.04412388820967651,0,4,0,1,1,0,0,0
positive,C7H12O_001,C7H12O,False,True,-0.27906393259126977,0.7564915372047345,0.0592963714529132,0,5,0,1,1,0,0,0
positive,C7H13O_001,C7H13O,False,True,-0.2890172389020481,0.7489992933659225,0.06300135473080623,0,6,0,0,1,0,0,0
positive,C7H13_001,C7H13,False,True,-0.24966435618766342,0.779062226608784,0.04881349971106832,0,5,0,1,0,0,0,0
positive,C7H14O3_001,C7H14O3,False,True,-0.3855918938959756,0.6800480007969804,0.10236928179400909,0,6,1,0,1,1,0,0
